config_id,experience,config,accuracy,loss,forgetting
0,0,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.981721502160186,0.046404666227513956,0
0,1,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.9543037554004653,0.17360843943711432,0
0,2,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.9152542372881356,0.8818910829139709,0
0,3,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.9021269524759056,1.4715990068101692,0
0,4,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.8202060485211033,1.6322160410606088,0
0,5,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.8055832502492523,2.2137927992740476,0
0,6,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.8452974410103025,3.260461144173148,0
0,7,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.826188102359588,3.7962182105979,0
0,8,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.8245264207377866,3.418889414838303,0
0,9,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.8916583582585577,2.1911037713938524,0
0,10,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': True}",0.9327018943170489,0.8918482634417411,0
1,0,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,3.939786838856198e-05,0
1,1,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.0007559018021890324,0
1,2,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.0003418665015145345,0
1,3,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.0016288918302114228,0
1,4,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.004640660222212086,0
1,5,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.0009765845579336682,0
1,6,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,2.034578130169666e-05,0
1,7,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",1.0,0.0001570789941461645,0
1,8,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",0.9714190761050183,0.6884343809806726,0
1,9,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",0.9312063808574277,4.637143472259724,0
1,10,"{'USE_TTA': True, 'STRATEGY': 'Replay', 'PLUGIN': False}",0.9780658025922233,0.11682568553857917,0
2,0,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.9709205716184779,0.05551453628767992,0
2,1,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.9725822532402791,0.059762305353959044,0
2,2,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.9725822532402791,0.11127385267190652,0
2,3,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.9529744101030243,2.824595878057952,0
2,4,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.869724160850781,10.85266761818004,0
2,5,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.8820206048521103,3.3931707878658353,0
2,6,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.7823197075440346,20.042726927637144,0
2,7,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.7087072116982386,54.218039989035645,0
2,8,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.5422067131937521,74.33131683641354,0
2,9,"{'USE_TTA': True, 'STRATEGY': 'Naive', 'PLUGIN': True}",0.6392489199069459,32.644283536444,0
