config_id,experience,config,accuracy,loss,forgetting
0,0,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.9328680624792289,0.2499928026987097,0
0,1,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.41924227318045865,14.376922561325149,0
0,2,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.6837819873712196,12.485188297173297,0
0,3,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.09953472914589565,2405.8653045481883,0
0,4,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.16450648055832504,85.29535511750127,0
0,5,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.3192090395480226,27.145462169385294,0
0,6,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.21851113326686608,30.73054574073926,0
0,7,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.16766367563974743,47.74250219081398,0
0,8,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.2497507477567298,32.43554571001358,0
0,9,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.23811897640412097,34.63993268341923,0
0,10,"{'name': 'Baseline', 'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.12080425390495181,176.40499444009228,0
1,0,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.8620804253904952,1.193743119468535,0
1,1,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.8738783649052841,1.2328159801256247,0
1,2,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.8167165171153207,2.212322070253855,0
1,3,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.7922897972748422,1.5781927066643664,0
1,4,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.7686939182452642,1.001857809768984,0
1,5,"{'name': 'Replay + Dynamic Buffer', 'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.7603855101362579,1.55240925375868,0
