config_id,experience,config,accuracy,loss,forgetting
0,0,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.9832170156198072,0.056254646351797194,0
0,1,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.323695579926886,10.782996086396802,0
0,2,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.6432369557992689,11.319913692965947,0
0,3,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.1023595879029578,2549.474052386095,0
0,4,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.09621136590229312,5208.160935183544,0
0,5,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.1909272183449651,366.9748833067752,0
0,6,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.09837155201063476,4745.461664789973,0
0,7,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.10285809238949817,683.8393893205434,0
0,8,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.10053173811897641,466.64565451163395,0
0,9,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.10003323363243602,420.85732050376225,0
0,10,"{'USE_TTA': False, 'STRATEGY': 'Naive', 'PLUGIN': False}",0.09837155201063476,111.33905252106129,0
1,0,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.9242273180458624,0.5058254438213085,0
1,1,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.8305084745762712,8.119860099337552,0
1,2,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.8099036224659355,7.981427744028081,0
1,3,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.6698238617480891,5.254076749440582,0
1,4,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.64473246925889,3.6618037121755465,0
1,5,"{'USE_TTA': False, 'STRATEGY': 'Replay', 'PLUGIN': True, 'MEM_SIZE': 50}",0.7138584247258225,1.7215950368706612,0
