config_id,experience,config,accuracy,loss,forgetting
0,0,{'USE_TTA': True},0.9209039548022598,0.4450800610094625,0
0,1,{'USE_TTA': True},0.9810568295114656,0.08485551952714372,0
0,2,{'USE_TTA': True},0.9599534729145895,0.7202141911571014,0
0,3,{'USE_TTA': True},0.9002991026919243,11.178901042455992,0
0,4,{'USE_TTA': True},0.8148886673313394,19.191331368179895,0
0,5,{'USE_TTA': True},0.8040877367896311,18.745994857984538,0
0,6,{'USE_TTA': True},0.8152210036556996,18.739417038309092,0
0,7,{'USE_TTA': True},0.7748421402459289,26.111021746099535,0
0,8,{'USE_TTA': True},0.7324692588899967,14.138216591983335,0
0,9,{'USE_TTA': True},0.843469591226321,4.997828985589424,0
0,10,{'USE_TTA': True},0.9037886340977069,2.599270637420544,0
1,0,{'USE_TTA': False},0.9680957128614157,0.11635944641102151,0
1,1,{'USE_TTA': False},0.9818876703223662,0.17869798603878911,0
1,2,{'USE_TTA': False},0.9820538384845464,0.04333478183450115,0
1,3,{'USE_TTA': False},0.9004652708541043,2.4278343096910544,0
1,4,{'USE_TTA': False},0.8777002326354271,4.750117045341123,0
1,5,{'USE_TTA': False},0.8916583582585577,1.6072181381275632,0
1,6,{'USE_TTA': False},0.9327018943170489,2.012750048323545,0
1,7,{'USE_TTA': False},0.9327018943170489,1.9761105097035132,0
1,8,{'USE_TTA': False},0.8780325689597873,13.774017502921307,0
1,9,{'USE_TTA': False},0.8765370555001661,22.434528654396512,0
1,10,{'USE_TTA': False},0.9159189099368561,8.375683875229834,0
